rejected,Accepted,Total_Overall_Working_time,Request_Status_Name,Created_DateTime,Request_Item_Name,Country_Name_EN,Sector_Name,Total_Working_Time,Port_Name,Importer_Name,Importer_Type,Request_Item_tarrifCode_desc,Calculate_Inspection,reason
0,1,17,Completed,2019-02-06 16:15:24.000,Accepted,BAHRAIN,Drug,17,مطار الملك خالد الدولي,شركة مصنع الادوية الوطني,شركة / مؤسسة / مصنع سعودي,"Cucumbers and gherkins, prepared with vinegar",0,NULL
0,1,1134,Completed,2019-02-06 16:29:34.000,Accepted,BELGIUM,Drug,1134,ميناء جده الاسلامي,مصنع شركة المراعي,شركة / مؤسسة / مصنع سعودي,---- Other,0,NULL
0,1,217,Completed,2019-02-06 15:35:39.000,Need Documents,INDIA,Drug,217,ميناء جده الاسلامي,مؤسسة صفوة المواسم التجارية,شركة / مؤسسة / مصنع سعودي,NULL,0,تعديل عدد البنود الى 54 بند حسب الوارد الفعلي.
0,1,208,Completed,2019-02-06 15:43:36.000,Need Documents,INDIA,Drug,208,ميناء جده الاسلامي,شركة نجمة الخليج العالميه للعطور,شركة / مؤسسة / مصنع سعودي,"Roasted coffee. Non-decaffeinated, medium, crashed",0,تعديل عدد البنود الى 54 بند حسب الوارد الفعلي.
0,1,205,Completed,2019-02-06 15:46:40.000,Need Documents,INDIA,Drug,205,ميناء جده الاسلامي,شركة نجمة الخليج العالميه للعطور,شركة / مؤسسة / مصنع سعودي,Other,0,تعديل عدد البنود الى 54 بند حسب الوارد الفعلي.
0,1,69,Completed,2019-02-06 17:05:24.000,Need Documents,UNITED STATES,Drug,69,مطار الملك خالد الدولي,مستشفى الملك فيصل التخصصى ومركزالابحاث,هيئة حكومية,- - - - Other,0,تعديل عدد البنود الى 54 بند حسب الوارد الفعلي.
0,0,1322,Completed,2019-02-06 15:28:36.000,Accepted,TURKEY,Drug,1322,ميناء جده الاسلامي,شركة دار المطوقه للاستثمار العقارى والتجارى والمقاولات المحدوده,شركة / مؤسسة / مصنع سعودي,- - - Other,0,NULL
0,1,1044,Completed,2019-02-06 18:09:35.000,Accepted,UNITED ARAB EMIRATE,Drug,1044,ميناء جده الاسلامي,شركة سعيد محمد عبيد بن زقر وشركاه شركة بن زقر,شركة / مؤسسة / مصنع سعودي,- Preparations for permanent waving or straightening,0,صادر # 5445
0,1,881,Completed,2019-02-06 20:06:23.000,Accepted,NETHERLAND,Drug,881,مطار الملك خالد الدولي,مصنع شركة فرماء للادوية والمستحضرات الطبية,شركة / مؤسسة / مصنع سعودي,- - - Cake (gateau) and the like,0,NULL
0,1,875,Completed,2019-02-06 20:12:24.000,Accepted,NETHERLAND,Drug,875,مطار الملك خالد الدولي,مصنع شركة فرماء للادوية والمستحضرات الطبية,شركة / مؤسسة / مصنع سعودي,- - - Cake (gateau) and the like,0,NULL
0,1,1102,Completed,2019-02-06 20:57:34.000,Accepted,BELGIUM,Drug,1102,ميناء جده الاسلامي,فرع الشركة السعودية العالمية للتجارة المحدودة,شركة / مؤسسة / مصنع سعودي,"Candies, of different flavors",0,NULL
0,1,9445,Completed,2019-02-06 21:00:35.000,Accepted,INDIA,Drug,749,ميناء الرياض الجاف,مستودع الخليج للادويه والمستلزمات والاجهزه والمعدات البيطريه,شركة / مؤسسة / مصنع سعودي,Other,1,NULL
0,1,814,Completed,2019-02-06 21:13:23.000,Accepted,UNITED STATES,Drug,776,مطار الملك خالد الدولي,شركة مكتب الحبيل الطبي مساهمة مقفلة,شركة / مؤسسة / مصنع سعودي,Chocolate candies,1,NULL
1,0,45448,Completed,2019-02-06 21:16:32.000,Accepted,SPAIN,Drug,859,ميناء جده الاسلامي,شركة مؤته الطبيه لصاحبها عمر عبدالله الانصاري وشريكه,شركة / مؤسسة / مصنع سعودي,Chocolate candies,1,NULL
0,1,9426,Completed,2019-02-06 21:27:38.000,Accepted,INDIA,Drug,718,ميناء الرياض الجاف,مستودع الخليج للادويه والمستلزمات والاجهزه والمعدات البيطريه,شركة / مؤسسة / مصنع سعودي,Chocolate candies,1,NULL
0,1,810,Completed,2019-02-06 21:36:33.000,Accepted,BELGIUM,Drug,810,ميناء جده الاسلامي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,Chocolate candies,0,NULL
0,1,6804,Completed,2019-02-06 21:55:35.000,Accepted,CHINA,Drug,981,ميناء جده الاسلامي,شركة التعامل التجاريه فرع شركة الاصدقاء الوطنيه الطبيه المحدودة,شركة / مؤسسة / مصنع سعودي,"- - - Macaroni , vermicelli and the  like such as spaghetti or cannelloni in shape of shells, stars , letters and the like",0,NULL
0,1,928,Completed,2019-02-06 22:36:32.000,Accepted,TURKEY,Drug,928,ميناء جده الاسلامي,الشركه الوطنيه للمنتجات الطبيه المحدوده,شركة / مؤسسة / مصنع سعودي,Other,0,NULL
0,1,760,Completed,2019-02-06 22:44:32.000,Accepted,TURKEY,Drug,760,ميناء جده الاسلامي,فرع شركة لولوالسعودية للاسواق الكبرى,شركة / مؤسسة / مصنع سعودي,"- - - Macaroni , vermicelli and the  like such as spaghetti or cannelloni in shape of shells, stars , letters and the like",0,NULL
0,1,703,Completed,2019-02-06 23:05:25.000,Accepted,UNITED ARAB EMIRATE,Drug,665,مطار الملك خالد الدولي,شركة مكتب الحبيل الطبي مساهمة مقفلة,شركة / مؤسسة / مصنع سعودي,Other,1,NULL
0,1,91492,Completed,2019-02-07 02:32:31.000,Accepted,ITALY,Drug,448,ميناء جده الاسلامي,الشركه العربيه للمنظفات الكيماويه,شركة / مؤسسة / مصنع سعودي,"Candies, of different flavors",1,NULL
0,1,221,Completed,2019-02-07 06:06:22.000,Accepted,GERMANY,Drug,221,مطار الملك خالد الدولي,الشركه السعوديه العالميه للتجاره المحدوده,شركة / مؤسسة / مصنع سعودي,NULL,0,NULL
0,1,280,Completed,2019-02-07 06:06:22.000,Accepted,GERMANY,Drug,280,مطار الملك خالد الدولي,الشركه السعوديه العالميه للتجاره المحدوده,شركة / مؤسسة / مصنع سعودي,"Nigella sativa, Whole",0,NULL
0,1,131,Completed,2019-02-07 06:07:47.000,Accepted,UNITED ARAB EMIRATE,Drug,131,ميناء الملك عبدالعزيز الدمام,شركة لوريال العربية السعودية,شركة/مؤسسة/استثمارية,"Virgin Olive oil, suitable for consumption",0,NULL
0,1,96,Completed,2019-02-07 09:13:24.000,Accepted,NETHERLAND,Drug,96,مطار الملك خالد الدولي,مصنع شركة فرماء للادوية والمستحضرات الطبية,شركة / مؤسسة / مصنع سعودي,Soups and broths and preparations thereof,0,NULL
0,1,93,Completed,2019-02-07 09:16:24.000,Accepted,NETHERLAND,Drug,93,مطار الملك خالد الدولي,مصنع شركة فرماء للادوية والمستحضرات الطبية,شركة / مؤسسة / مصنع سعودي,Toffee candies,0,NULL
0,1,91,Completed,2019-02-07 09:22:07.000,Accepted,UNITED ARAB EMIRATE,Drug,91,ميناء الملك عبدالعزيز الدمام,شركة لوريال العربية السعودية,شركة/مؤسسة/استثمارية,"Cocoa powder, not containing added sugar or other sweetening matter. ",0,NULL
0,1,77,Completed,2019-02-07 09:24:25.000,Accepted,INDIA,Drug,77,مطار الملك خالد الدولي,شركة مكتب الحبيل الطبي مساهمة مقفلة,شركة / مؤسسة / مصنع سعودي,- - - Confectionery products containing cocoa,0,NULL
0,1,83,Completed,2019-02-07 09:25:24.000,NULL,SAUDI ARABIA,Drug,45,مطار الملك خالد الدولي,شركة الشحرور للتجارة,شركة / مؤسسة / مصنع سعودي," - - - Cigarettes",1,NULL
0,1,88,Completed,2019-02-07 09:30:26.000,NULL,JORDAN,Drug,88,مطار الملك خالد الدولي,شركة دلة فارما شركة شخص واحد,شركة / مؤسسة / مصنع سعودي,"  - - - Teats (nursing nipples)",0,NULL
0,1,37,Completed,2019-02-07 10:14:56.000,Inspection At Port,UNITED ARAB EMIRATE,Drug,37,ميناء الملك عبدالعزيز الدمام,شركة رضوي التجارية,شركة / مؤسسة / مصنع سعودي,- - - Other,0,NULL
0,0,65,Not Completed,2019-02-07 10:29:02.000,Accepted,INDIA,Drug,65,ميناء الملك عبدالعزيز الدمام,الاعمار العالميه للكيماويات والبيطره فرع الشركه العربيه للخدمات الزراعيه,شركة / مؤسسة / مصنع سعودي,Diagnostic reagents,0,NULL
0,1,19,Completed,2019-02-07 11:05:06.000,Accepted,UNITED ARAB EMIRATE,Drug,19,ميناء الملك عبدالعزيز الدمام,شركة لوريال العربية السعودية,شركة/مؤسسة/استثمارية,- - - - Other,0,NULL
0,1,168,Completed,2019-02-07 11:11:36.000,Accepted,GERMANY,Drug,168,ميناء جده الاسلامي,الشركة السعوديه للصناعات الدوائيه والمستلزمات الطبيه سبيماكو الدوائيه,شركة / مؤسسة / مصنع سعودي,- - - - Other,0,NULL
0,1,426,Completed,2019-02-07 07:50:23.000,Accepted,UNITED ARAB EMIRATE,Drug,402,مطار الملك خالد الدولي,الشركة العربية للوازم الطبية,شركة / مؤسسة / مصنع سعودي,"Mackerel (King fish, Soitted Soabusg Mackerel), fresh",0,NULL
0,1,4506,Completed,2019-02-07 09:12:25.000,Accepted,GERMANY,Drug,342,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,"--- Groupers (blue spotted, arolated, saddle) ",0,NULL
0,1,324,Completed,2019-02-07 09:13:24.000,Accepted,GERMANY,Drug,324,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,"Pomfrets (Zubaidi), fresh",0,NULL
0,1,347,Completed,2019-02-07 09:16:24.000,Accepted,GERMANY,Drug,347,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,"--- Groupers (blue spotted, arolated, saddle) ",0,NULL
0,1,338,Completed,2019-02-07 09:25:24.000,Accepted,GERMANY,Drug,338,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,Fresh Cheese (Ripened),0,NULL
0,1,4484,Completed,2019-02-07 09:29:25.000,Accepted,GERMANY,Drug,325,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,Fresh Cheese (Ripened),0,NULL
0,1,330,Completed,2019-02-07 09:33:26.000,Accepted,GERMANY,Drug,330,مطار الملك خالد الدولي,مؤسسة مخازن سقاله للادوية,شركة / مؤسسة / مصنع سعودي,Frozen uncut fowls (broilers),0,NULL
0,1,467,Completed,2019-02-07 10:40:23.000,Accepted,UNITED KINGDOM,Drug,234,مطار الملك خالد الدولي,مستودع رواد العالم للدواء,شركة / مؤسسة / مصنع سعودي,- - - Other,1,NULL
0,1,6109,Completed,2019-02-07 10:45:24.000,Accepted,ITALY,Drug,232,مطار الملك خالد الدولي,مستودع رواد العالم للدواء,شركة / مؤسسة / مصنع سعودي,- - - Other,1,NULL
0,1,113,Completed,2019-02-07 11:09:26.000,Accepted,UNITED ARAB EMIRATE,Drug,113,مطار الملك خالد الدولي,شركة دار ماضي العالمية,شركة / مؤسسة / مصنع سعودي,Containers for keeping food,0,NULL
0,0,20216,Not Completed,2019-02-07 11:11:24.000,Accepted,SAUDI ARABIA,Drug,115,مطار الملك خالد الدولي,فرع مؤسسة محمد فالح الفالح التجارية,شركة / مؤسسة / مصنع سعودي,Cup of paperboard,0,احضرت الشهادة الصحية
0,1,252,Completed,2019-02-07 11:39:24.000,Need Documents,UNITED ARAB EMIRATE,Drug,176,مطار الملك خالد الدولي,مستشفى الملك فيصل التخصصى ومركزالابحاث,هيئة حكومية,"- Other, including parts and accessories",1,NULL
0,1,15800,Completed,2019-02-07 11:44:37.000,Accepted,BELGIUM,Drug,463,ميناء جده الاسلامي,مصنع شركة دلة فارما,شركة / مؤسسة / مصنع سعودي,Liquid perfumes,0,NULL
0,0,1402,Not Completed,2019-02-07 11:56:33.000,Accepted,PAKISTAN,Drug,1402,ميناء جده الاسلامي,مؤسسة وفود طيبة للتجارة,شركة / مؤسسة / مصنع سعودي,"  - - - Nail polishes & varnishes",0,صادر # 5466
0,0,1397,Completed,2019-02-07 12:18:36.000,NULL,TURKEY,Drug,1397,ميناء جده الاسلامي,مؤسسة النظافه الانيقة للتجاره,شركة / مؤسسة / مصنع سعودي,"eBentonite, puffed (Na+-Bentonite)",0,NULL
0,0,13110,Not Completed,2019-02-07 13:00:35.000,Accepted,CHINA,Drug,7267,ميناء جده الاسلامي,فندق لمار البوادي للوحدات السكنية,شركة / مؤسسة / مصنع سعودي,- - - Ordinary bread of any kind,0,NULL
0,1,12,Completed,2019-02-07 13:06:24.000,Accepted,UNITED KINGDOM,Drug,12,مطار الملك خالد الدولي,الشركة العالمية للرعاية الصحية,شركة / مؤسسة / مصنع سعودي,- - - Other,0,NULL
0,0,21,Completed,2019-02-07 13:13:05.000,Accepted,INDIA,Drug,21,ميناء الملك عبدالعزيز الدمام,ثلاجة عبدالعزيز الصيعري للمواد الغذائية,شركة / مؤسسة / مصنع سعودي,Edible Liquid mixtures of vegetable fats,0,NULL
0,0,1337,Completed,2019-02-07 13:19:36.000,Accepted,CHINA,Drug,1337,ميناء جده الاسلامي,مؤسسة الشامل المركزي التجارية,شركة / مؤسسة / مصنع سعودي,Potato chips for immediate consumption,0,NULL
0,1,18,Completed,2019-02-07 13:20:07.000,Accepted,LEBANON,Drug,18,ميناء الملك عبدالعزيز الدمام,الشركة الدولية للاجهزة الالكترونية مساهمة مقفلة,شركة / مؤسسة / مصنع سعودي,"  - - - Preparations for face make-up and make-up removers",0,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,4426,Completed,2019-02-07 13:29:25.000,Accepted,BELGIUM,Drug,72,مطار الملك خالد الدولي,الشركه السعوديه لتوزيع المستحضرات الطبيه المحدوده,شركة/مؤسسة/استثمارية,Beauty powder (other than  medicaments) whether or not compressed,1,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,7038,Completed,2019-02-07 13:31:26.000,Accepted,BELGIUM,Drug,70,مطار الملك خالد الدولي,الشركه السعوديه لتوزيع المستحضرات الطبيه المحدوده,شركة/مؤسسة/استثمارية,- Lip make-up preparations,1,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,8498,Completed,2019-02-07 13:37:00.000,Accepted,CHINA,Drug,47,ميناء الملك عبدالعزيز الدمام,مؤسسة الخروبي الزراعيه لصاحبها محمد موسى الخروبي,شركة / مؤسسة / مصنع سعودي,"  - - - Preparations for face make-up and make-up removers",0,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,10053,Completed,2019-02-07 13:51:13.000,Accepted,UNITED ARAB EMIRATE,Drug,32,ميناء الملك عبدالعزيز الدمام,موسسه صفوة العطور للتجاره,شركة / مؤسسة / مصنع سعودي,- Lip make-up preparations,0,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,0,8,Not Completed,2019-02-07 14:04:41.000,Accepted,CHINA,Drug,8,ميناء الرياض الجاف,مستشفى الجزيره الطبي,شركة / مؤسسة / مصنع سعودي,Beauty powder (other than  medicaments) whether or not compressed,0,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,1202,Completed,2019-02-07 15:42:36.000,Accepted,CHINA,Drug,63,ميناء جده الاسلامي,مؤسسة تازيا التجاريه,شركة / مؤسسة / مصنع سعودي,- Lip make-up preparations,0,تم الفسح في 1/12/1439 بعد توجيه الادارة بالسماح للمنتجات الكندية
0,1,4201,Completed,2019-02-07 14:46:35.000,Accepted,TURKEY,Drug,1254,ميناء جده الاسلامي,مكتب احمد عبدالله البار للخدمات التجارية,شركة / مؤسسة / مصنع سعودي,---Pastry (except waffles and wafers) including pizzas,0,NULL
0,1,1014,Completed,2019-02-07 18:39:35.000,Accepted,CHINA,Drug,1014,ميناء جده الاسلامي,شركة كمال عثمان جمجوم للتجارة,شركة / مؤسسة / مصنع سعودي,"- Semi-milled or wholly milled rice, whether or not polished or glazed  ",0,NULL
0,0,5297,Completed,2019-02-07 19:34:32.000,Accepted,TURKEY,Drug,932,ميناء جده الاسلامي,مصنع اصل العود للكيماويات,شركة / مؤسسة / مصنع سعودي,Local confectionery,0,NULL
0,1,896,Completed,2019-02-07 21:09:35.000,Accepted,UNITED KINGDOM,Drug,896,ميناء جده الاسلامي,شركة جلاكسو العربية السعودية المحدودة,شركة / مؤسسة / مصنع سعودي,- Boneless,0,NULL
0,1,978,Completed,2019-02-07 19:37:23.000,Accepted,OMAN,Drug,978,مطار الملك خالد الدولي,غير معروف,-1,- - - Other,0,NULL
0,1,25471,Completed,2019-02-07 19:50:34.000,Accepted,GERMANY,Drug,1180,ميناء جده الاسلامي,شركة باير العربية السعودية,شركة / مؤسسة / مصنع سعودي,"Atlantic salmon (Salmo Salar), fresh",0,NULL
0,1,1162,Completed,2019-02-07 18:14:32.000,Accepted,UNITED STATES,Drug,1162,ميناء جده الاسلامي,الشركة السعوديه للصناعات الدوائيه والمستلزمات الطبيه سبيماكو الدوائيه,شركة / مؤسسة / مصنع سعودي,- Of a kind used in the food or drink industries,0,NULL
0,0,6086,Completed,2019-02-08 09:49:34.000,Out Of Scope,CHINA,Drug,312,ميناء جده الاسلامي,مؤسسة ماجد سلمان مبروك الصبحي لتجارة الجملة و التجزئة,شركة / مؤسسة / مصنع سعودي,- - Vitamin ( E ) and its derivatives,0,NULL
0,1,1163,Completed,2019-02-08 14:43:47.000,Accepted,TURKEY,Drug,1163,ميناء الملك عبدالعزيز الدمام,غير معروف,-1,Other,0,NULL
0,1,2545,Completed,2019-02-07 20:17:33.000,Accepted,CHINA,Drug,2545,ميناء جده الاسلامي,مؤسسة سالم سعيد بافضل التجارية,شركة / مؤسسة / مصنع سعودي,"Other fish, excluding livers, roes and milt",0,NULL
0,1,1282,Completed,2019-02-08 13:47:29.000,Conditional Clearance,ITALY,Drug,1282,ميناء جده الاسلامي,مصنع ابناء عبدالصمد القرشي للعطور ومستحضرات التجميل,شركة / مؤسسة / مصنع سعودي,"  - - - Skin softening preparations",0,نأمل الافادة عن ادراج منتجاتكم لدى الهيئة والفاتورة يجب ان تصدر من الشركة الصانعة او من موزع معتمد لديها مع احضار اثبات العلاقة والفاتورة يجب ان تحتوي الاسماء التجارية للاصناف ومسمى الشركة الصانعة وجنسيتها ونأمل الافادة عن وجود شهتدة المطابقة من عدمها
0,1,1282,Completed,2019-02-08 13:53:31.000,Conditional Clearance,CHINA,Drug,1282,ميناء جده الاسلامي,مصنع ابناء عبدالصمد القرشي للعطور ومستحضرات التجميل,شركة / مؤسسة / مصنع سعودي,"  - - - Skin softening preparations",0,نأمل الافادة عن ادراج منتجاتكم لدى الهيئة والفاتورة يجب ان تصدر من الشركة الصانعة او من موزع معتمد لديها مع احضار اثبات العلاقة والفاتورة يجب ان تحتوي الاسماء التجارية للاصناف ومسمى الشركة الصانعة وجنسيتها ونأمل الافادة عن وجود شهتدة المطابقة من عدمها
0,1,4277,Completed,2019-02-08 14:28:29.000,Conditional Clearance,ITALY,Drug,1419,ميناء جده الاسلامي,مؤسسة أرجان السعودية للتجارة,شركة / مؤسسة / مصنع سعودي,"  - - - Skin softening preparations",0,نأمل الافادة عن ادراج منتجاتكم لدى الهيئة والفاتورة يجب ان تصدر من الشركة الصانعة او من موزع معتمد لديها مع احضار اثبات العلاقة والفاتورة يجب ان تحتوي الاسماء التجارية للاصناف ومسمى الشركة الصانعة وجنسيتها ونأمل الافادة عن وجود شهتدة المطابقة من عدمها
0,1,2899,Completed,2019-02-08 17:12:29.000,Accepted,MALTA,Drug,1118,ميناء جده الاسلامي,فرع شركة نزية السعودية لمواد التجميل,شركة / مؤسسة / مصنع سعودي,- - - Milk,1,NULL
0,0,1078,Completed,2019-02-08 19:13:31.000,Accepted,UNITED ARAB EMIRATE,Drug,1078,ميناء الرياض الجاف,مؤسسة نستر للتجاره لصاحبها رشيد خالد الرشيد,شركة / مؤسسة / مصنع سعودي,"Other articles of mineral water, flavored or sweetened",0,NULL
0,1,88180,Completed,2019-02-09 09:46:31.000,Accepted,ITALY,Drug,174,ميناء جده الاسلامي,مؤسسة أمين ناجي عبدالجليل سلطان للتجارة,شركة / مؤسسة / مصنع سعودي,"- - - - Preparations often referred to as food supplements, based on extracts from plants, fruit concentrates, honey, fructose",0,NULL
0,1,2725,Completed,2019-02-08 18:04:21.000,Accepted,GERMANY,Drug,1093,مطار الملك خالد الدولي,الشركه السعوديه لتوزيع المستحضرات الطبيه المحدوده,شركة/مؤسسة/استثمارية,Frozen breasts of broilers,1,NULL
0,1,1072,Completed,2019-02-08 18:19:29.000,Accepted,LEBANON,Drug,1072,ميناء جده الاسلامي,مؤسسة المعيبد للتجاره لصاحبها جمال عبدالرحمن المعيبد,شركة / مؤسسة / مصنع سعودي,Frozen uncut fowls (broilers),0,NULL
0,1,922,Completed,2019-02-08 21:58:20.000,NULL,UNITED ARAB EMIRATE,Drug,868,مطار الملك خالد الدولي,شركة الوان النور الطبية,شركة / مؤسسة / مصنع سعودي,"- Other Sacks and bags, including cones",1,NULL
0,1,859,Completed,2019-02-08 22:00:21.000,Accepted,FRANCE,Drug,859,مطار الملك خالد الدولي,شركة الاعمال العالمية التجارية للهدايا,شركة / مؤسسة / مصنع سعودي,- - - Other,0,NULL
0,1,865,Completed,2019-02-08 22:55:21.000,Accepted,UNITED ARAB EMIRATE,Drug,810,مطار الملك خالد الدولي,مؤسسة روابي الطبيعة الطبية,شركة / مؤسسة / مصنع سعودي,Liquid perfumes,1,NULL
0,0,4609,Not Completed,2019-02-09 10:02:20.000,Accepted,BAHRAIN,Drug,164,مطار الملك خالد الدولي,سوزان طالب,شخصي,NULL,0,NULL
0,0,3088,Not Completed,2019-02-09 11:09:20.000,Accepted,TURKEY,Drug,65,مطار الملك خالد الدولي,شركة فبيرا للتجارة,شركة / مؤسسة / مصنع سعودي,- - - Other,0,NULL
0,1,18,Completed,2019-02-09 14:35:30.000,Accepted,PAKISTAN,Drug,18,ميناء جده الاسلامي,شركة السرتي للعطور,شركة / مؤسسة / مصنع سعودي,Frozen  carcasses  of bovine animals,0," "
0,0,603,Not Completed,2019-02-10 00:14:22.000,Accepted,UNITED ARAB EMIRATE,Drug,603,مطار الملك خالد الدولي,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,شركة / مؤسسة / مصنع سعودي,"  - - - Suntan preparations",1,فسح الحاقي # 1165
0,1,8,Completed,2019-02-10 11:24:21.000,Need Documents,Unknown,Drug,5,مطار الملك خالد الدولي,توفيق معجب سعيد الزهراني,شخصي,Other Respirators devices,0,NULL
1,0,27041,Completed,2019-02-07 15:00:35.000,Need Documents,UNITED STATES,Drug,4140,ميناء جده الاسلامي,شركة سعيد محمد عبيد بن زقر التضامنية,شركة / مؤسسة / مصنع سعودي,- - - For medical purposes,1,استخراج اذن استيراد مواد مشعة خاص بالشحنة
0,1,1570,Completed,2019-02-09 09:51:32.000,Accepted,UNITED ARAB EMIRATE,Drug,1570,ميناء جده الاسلامي,فرع شركة الاطباء العرب المحدودة,شركة / مؤسسة / مصنع سعودي,Fresh carcasses of lambs,0,NULL
0,0,1138,Completed,2019-02-09 15:08:47.000,Accepted,UNITED STATES,Drug,1138,ميناء الملك عبدالعزيز الدمام,الشركة الدولية للاجهزة الالكترونية مساهمة مقفلة,شركة / مؤسسة / مصنع سعودي,- - - - Other,0,NULL
0,0,1095,Completed,2019-02-09 16:07:31.000,Accepted,INDIA,Drug,1095,ميناء الرياض الجاف,مؤسسة عبداللطيف بن صالح الحسين للتجاره,شركة / مؤسسة / مصنع سعودي,Cup of paperboard,0,NULL
